split,task,model,partition,random_state,label,support,predicted_n,precision,recall,f1,fit_id
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,Random Forest,validation,0.0,air,1,1,1.0,1.0,1.0,three_class_with_air|Random Forest|seed=0
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,Random Forest,validation,0.0,alcohol,2,3,0.6666666666666666,1.0,0.8,three_class_with_air|Random Forest|seed=0
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,Random Forest,validation,0.0,acetone,2,1,1.0,0.5,0.6666666666666666,three_class_with_air|Random Forest|seed=0
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,Random Forest,test,0.0,air,8,8,1.0,1.0,1.0,three_class_with_air|Random Forest|seed=0
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,Random Forest,test,0.0,alcohol,10,3,1.0,0.3,0.46153846153846156,three_class_with_air|Random Forest|seed=0
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,Random Forest,test,0.0,acetone,10,17,0.5882352941176471,1.0,0.7407407407407407,three_class_with_air|Random Forest|seed=0
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,Random Forest,train,0.0,air,6,6,1.0,1.0,1.0,three_class_with_air|Random Forest|seed=0
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,Random Forest,train,0.0,alcohol,12,15,0.8,1.0,0.8888888888888888,three_class_with_air|Random Forest|seed=0
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,Random Forest,train,0.0,acetone,12,9,1.0,0.75,0.8571428571428571,three_class_with_air|Random Forest|seed=0
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,Random Forest,validation,0.0,air,1,1,1.0,1.0,1.0,three_class_with_air|Random Forest|seed=0
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,Random Forest,validation,0.0,alcohol,2,3,0.6666666666666666,1.0,0.8,three_class_with_air|Random Forest|seed=0
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,Random Forest,validation,0.0,acetone,2,1,1.0,0.5,0.6666666666666666,three_class_with_air|Random Forest|seed=0
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,Random Forest,test,0.0,air,18,18,1.0,1.0,1.0,three_class_with_air|Random Forest|seed=0
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,Random Forest,test,0.0,alcohol,33,36,0.8888888888888888,0.9696969696969697,0.927536231884058,three_class_with_air|Random Forest|seed=0
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,Random Forest,test,0.0,acetone,33,30,0.9666666666666667,0.8787878787878788,0.9206349206349206,three_class_with_air|Random Forest|seed=0
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,Random Forest,train,0.0,air,6,6,1.0,1.0,1.0,three_class_with_air|Random Forest|seed=0
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,Random Forest,train,0.0,alcohol,12,15,0.8,1.0,0.8888888888888888,three_class_with_air|Random Forest|seed=0
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,Random Forest,train,0.0,acetone,12,9,1.0,0.75,0.8571428571428571,three_class_with_air|Random Forest|seed=0
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,Random Forest,validation,0.0,air,1,1,1.0,1.0,1.0,three_class_with_air|Random Forest|seed=0
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,Random Forest,validation,0.0,alcohol,2,3,0.6666666666666666,1.0,0.8,three_class_with_air|Random Forest|seed=0
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,Random Forest,validation,0.0,acetone,2,1,1.0,0.5,0.6666666666666666,three_class_with_air|Random Forest|seed=0
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,Random Forest,test,0.0,air,31,31,1.0,1.0,1.0,three_class_with_air|Random Forest|seed=0
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,Random Forest,test,0.0,alcohol,25,34,0.7352941176470589,1.0,0.847457627118644,three_class_with_air|Random Forest|seed=0
PB3_train_period_i_internal_val_test_batch3,three_class_with_air,Random Forest,test,0.0,acetone,25,16,1.0,0.64,0.7804878048780488,three_class_with_air|Random Forest|seed=0
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,Random Forest,train,0.0,air,6,6,1.0,1.0,1.0,three_class_with_air|Random Forest|seed=0
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,Random Forest,train,0.0,alcohol,12,15,0.8,1.0,0.8888888888888888,three_class_with_air|Random Forest|seed=0
