samples_per_class,repeat,model,accuracy,train_files,test_n
2,73,kNN,0.7142857142857143,alcohol_o8.csv;alcohol_o3.csv;acetone_o9.csv;acetone_o2.csv,14
2,73,Random Forest,0.6428571428571429,alcohol_o8.csv;alcohol_o3.csv;acetone_o9.csv;acetone_o2.csv,14
2,73,RBF LS-SVM,0.5,alcohol_o8.csv;alcohol_o3.csv;acetone_o9.csv;acetone_o2.csv,14
2,74,LDA,0.6428571428571429,alcohol_o4.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o11.csv,14
2,74,Logistic Regression,0.6428571428571429,alcohol_o4.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o11.csv,14
2,74,kNN,0.7142857142857143,alcohol_o4.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o11.csv,14
2,74,Random Forest,0.7142857142857143,alcohol_o4.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o11.csv,14
2,74,RBF LS-SVM,0.6428571428571429,alcohol_o4.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o11.csv,14
2,75,LDA,0.5,alcohol_o5.csv;alcohol_o12.csv;acetone_o1.csv;acetone_o7.csv,14
2,75,Logistic Regression,0.5,alcohol_o5.csv;alcohol_o12.csv;acetone_o1.csv;acetone_o7.csv,14
2,75,kNN,0.5,alcohol_o5.csv;alcohol_o12.csv;acetone_o1.csv;acetone_o7.csv,14
2,75,Random Forest,0.5,alcohol_o5.csv;alcohol_o12.csv;acetone_o1.csv;acetone_o7.csv,14
2,75,RBF LS-SVM,0.5,alcohol_o5.csv;alcohol_o12.csv;acetone_o1.csv;acetone_o7.csv,14
2,76,LDA,0.5714285714285714,alcohol_o10.csv;alcohol_o6.csv;acetone_o11.csv;acetone_o10.csv,14
2,76,Logistic Regression,0.5714285714285714,alcohol_o10.csv;alcohol_o6.csv;acetone_o11.csv;acetone_o10.csv,14
2,76,kNN,0.5714285714285714,alcohol_o10.csv;alcohol_o6.csv;acetone_o11.csv;acetone_o10.csv,14
2,76,Random Forest,0.5714285714285714,alcohol_o10.csv;alcohol_o6.csv;acetone_o11.csv;acetone_o10.csv,14
2,76,RBF LS-SVM,0.5714285714285714,alcohol_o10.csv;alcohol_o6.csv;acetone_o11.csv;acetone_o10.csv,14
2,77,LDA,0.5,alcohol_o5.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o7.csv,14
2,77,Logistic Regression,0.5,alcohol_o5.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o7.csv,14
2,77,kNN,0.5,alcohol_o5.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o7.csv,14
2,77,Random Forest,0.42857142857142855,alcohol_o5.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o7.csv,14
2,77,RBF LS-SVM,0.6428571428571429,alcohol_o5.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o7.csv,14
2,78,LDA,0.6428571428571429,alcohol_o9.csv;alcohol_o3.csv;acetone_o9.csv;acetone_o6.csv,14
2,78,Logistic Regression,0.6428571428571429,alcohol_o9.csv;alcohol_o3.csv;acetone_o9.csv;acetone_o6.csv,14
2,78,kNN,0.5714285714285714,alcohol_o9.csv;alcohol_o3.csv;acetone_o9.csv;acetone_o6.csv,14
2,78,Random Forest,0.6428571428571429,alcohol_o9.csv;alcohol_o3.csv;acetone_o9.csv;acetone_o6.csv,14
2,78,RBF LS-SVM,0.6428571428571429,alcohol_o9.csv;alcohol_o3.csv;acetone_o9.csv;acetone_o6.csv,14
2,79,LDA,0.5,alcohol_o4.csv;alcohol_o9.csv;acetone_o10.csv;acetone_o7.csv,14
2,79,Logistic Regression,0.5714285714285714,alcohol_o4.csv;alcohol_o9.csv;acetone_o10.csv;acetone_o7.csv,14
2,79,kNN,0.5,alcohol_o4.csv;alcohol_o9.csv;acetone_o10.csv;acetone_o7.csv,14
2,79,Random Forest,0.8571428571428571,alcohol_o4.csv;alcohol_o9.csv;acetone_o10.csv;acetone_o7.csv,14
2,79,RBF LS-SVM,0.7857142857142857,alcohol_o4.csv;alcohol_o9.csv;acetone_o10.csv;acetone_o7.csv,14
2,80,LDA,0.7857142857142857,alcohol_o5.csv;alcohol_o9.csv;acetone_o4.csv;acetone_o10.csv,14
2,80,Logistic Regression,0.7142857142857143,alcohol_o5.csv;alcohol_o9.csv;acetone_o4.csv;acetone_o10.csv,14
2,80,kNN,0.6428571428571429,alcohol_o5.csv;alcohol_o9.csv;acetone_o4.csv;acetone_o10.csv,14
2,80,Random Forest,0.7857142857142857,alcohol_o5.csv;alcohol_o9.csv;acetone_o4.csv;acetone_o10.csv,14
2,80,RBF LS-SVM,0.7142857142857143,alcohol_o5.csv;alcohol_o9.csv;acetone_o4.csv;acetone_o10.csv,14
2,81,LDA,0.5,alcohol_o7.csv;alcohol_o2.csv;acetone_o8.csv;acetone_o6.csv,14
2,81,Logistic Regression,0.5,alcohol_o7.csv;alcohol_o2.csv;acetone_o8.csv;acetone_o6.csv,14
2,81,kNN,0.5714285714285714,alcohol_o7.csv;alcohol_o2.csv;acetone_o8.csv;acetone_o6.csv,14
2,81,Random Forest,0.5,alcohol_o7.csv;alcohol_o2.csv;acetone_o8.csv;acetone_o6.csv,14
2,81,RBF LS-SVM,0.5,alcohol_o7.csv;alcohol_o2.csv;acetone_o8.csv;acetone_o6.csv,14
2,82,LDA,0.6428571428571429,alcohol_o4.csv;alcohol_o11.csv;acetone_o3.csv;acetone_o12.csv,14
2,82,Logistic Regression,0.7142857142857143,alcohol_o4.csv;alcohol_o11.csv;acetone_o3.csv;acetone_o12.csv,14
2,82,kNN,0.5714285714285714,alcohol_o4.csv;alcohol_o11.csv;acetone_o3.csv;acetone_o12.csv,14
2,82,Random Forest,0.6428571428571429,alcohol_o4.csv;alcohol_o11.csv;acetone_o3.csv;acetone_o12.csv,14
2,82,RBF LS-SVM,0.6428571428571429,alcohol_o4.csv;alcohol_o11.csv;acetone_o3.csv;acetone_o12.csv,14
2,83,LDA,0.5714285714285714,alcohol_o9.csv;alcohol_o7.csv;acetone_o10.csv;acetone_o11.csv,14
2,83,Logistic Regression,0.5714285714285714,alcohol_o9.csv;alcohol_o7.csv;acetone_o10.csv;acetone_o11.csv,14
2,83,kNN,0.5,alcohol_o9.csv;alcohol_o7.csv;acetone_o10.csv;acetone_o11.csv,14
2,83,Random Forest,0.6428571428571429,alcohol_o9.csv;alcohol_o7.csv;acetone_o10.csv;acetone_o11.csv,14
2,83,RBF LS-SVM,0.5714285714285714,alcohol_o9.csv;alcohol_o7.csv;acetone_o10.csv;acetone_o11.csv,14
2,84,LDA,0.6428571428571429,alcohol_o7.csv;alcohol_o9.csv;acetone_o6.csv;acetone_o12.csv,14
2,84,Logistic Regression,0.7142857142857143,alcohol_o7.csv;alcohol_o9.csv;acetone_o6.csv;acetone_o12.csv,14
2,84,kNN,0.5714285714285714,alcohol_o7.csv;alcohol_o9.csv;acetone_o6.csv;acetone_o12.csv,14
2,84,Random Forest,0.6428571428571429,alcohol_o7.csv;alcohol_o9.csv;acetone_o6.csv;acetone_o12.csv,14
2,84,RBF LS-SVM,0.7857142857142857,alcohol_o7.csv;alcohol_o9.csv;acetone_o6.csv;acetone_o12.csv,14
2,85,LDA,0.8571428571428571,alcohol_o7.csv;alcohol_o6.csv;acetone_o1.csv;acetone_o8.csv,14
2,85,Logistic Regression,0.5714285714285714,alcohol_o7.csv;alcohol_o6.csv;acetone_o1.csv;acetone_o8.csv,14
2,85,kNN,0.5,alcohol_o7.csv;alcohol_o6.csv;acetone_o1.csv;acetone_o8.csv,14
2,85,Random Forest,0.5,alcohol_o7.csv;alcohol_o6.csv;acetone_o1.csv;acetone_o8.csv,14
2,85,RBF LS-SVM,0.5,alcohol_o7.csv;alcohol_o6.csv;acetone_o1.csv;acetone_o8.csv,14
2,86,LDA,0.5714285714285714,alcohol_o1.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o11.csv,14
2,86,Logistic Regression,0.5714285714285714,alcohol_o1.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o11.csv,14
2,86,kNN,0.7142857142857143,alcohol_o1.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o11.csv,14
2,86,Random Forest,0.5714285714285714,alcohol_o1.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o11.csv,14
2,86,RBF LS-SVM,0.5714285714285714,alcohol_o1.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o11.csv,14
2,87,LDA,0.5714285714285714,alcohol_o3.csv;alcohol_o9.csv;acetone_o1.csv;acetone_o5.csv,14
2,87,Logistic Regression,0.5714285714285714,alcohol_o3.csv;alcohol_o9.csv;acetone_o1.csv;acetone_o5.csv,14
2,87,kNN,0.7142857142857143,alcohol_o3.csv;alcohol_o9.csv;acetone_o1.csv;acetone_o5.csv,14
2,87,Random Forest,0.6428571428571429,alcohol_o3.csv;alcohol_o9.csv;acetone_o1.csv;acetone_o5.csv,14
2,87,RBF LS-SVM,0.5714285714285714,alcohol_o3.csv;alcohol_o9.csv;acetone_o1.csv;acetone_o5.csv,14
2,88,LDA,0.5714285714285714,alcohol_o5.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o8.csv,14
2,88,Logistic Regression,0.5,alcohol_o5.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o8.csv,14
2,88,kNN,0.7857142857142857,alcohol_o5.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o8.csv,14
2,88,Random Forest,0.6428571428571429,alcohol_o5.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o8.csv,14
2,88,RBF LS-SVM,0.5714285714285714,alcohol_o5.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o8.csv,14
2,89,LDA,1.0,alcohol_o5.csv;alcohol_o1.csv;acetone_o2.csv;acetone_o3.csv,14
2,89,Logistic Regression,1.0,alcohol_o5.csv;alcohol_o1.csv;acetone_o2.csv;acetone_o3.csv,14
2,89,kNN,0.5,alcohol_o5.csv;alcohol_o1.csv;acetone_o2.csv;acetone_o3.csv,14
2,89,Random Forest,0.6428571428571429,alcohol_o5.csv;alcohol_o1.csv;acetone_o2.csv;acetone_o3.csv,14
2,89,RBF LS-SVM,0.7142857142857143,alcohol_o5.csv;alcohol_o1.csv;acetone_o2.csv;acetone_o3.csv,14
2,90,LDA,0.5,alcohol_o12.csv;alcohol_o8.csv;acetone_o1.csv;acetone_o8.csv,14
2,90,Logistic Regression,0.6428571428571429,alcohol_o12.csv;alcohol_o8.csv;acetone_o1.csv;acetone_o8.csv,14
2,90,kNN,0.42857142857142855,alcohol_o12.csv;alcohol_o8.csv;acetone_o1.csv;acetone_o8.csv,14
2,90,Random Forest,0.5,alcohol_o12.csv;alcohol_o8.csv;acetone_o1.csv;acetone_o8.csv,14
2,90,RBF LS-SVM,0.9285714285714286,alcohol_o12.csv;alcohol_o8.csv;acetone_o1.csv;acetone_o8.csv,14
2,91,LDA,0.5714285714285714,alcohol_o5.csv;alcohol_o2.csv;acetone_o6.csv;acetone_o10.csv,14
2,91,Logistic Regression,0.5714285714285714,alcohol_o5.csv;alcohol_o2.csv;acetone_o6.csv;acetone_o10.csv,14
2,91,kNN,0.7142857142857143,alcohol_o5.csv;alcohol_o2.csv;acetone_o6.csv;acetone_o10.csv,14
2,91,Random Forest,0.5714285714285714,alcohol_o5.csv;alcohol_o2.csv;acetone_o6.csv;acetone_o10.csv,14
2,91,RBF LS-SVM,0.5714285714285714,alcohol_o5.csv;alcohol_o2.csv;acetone_o6.csv;acetone_o10.csv,14
2,92,LDA,0.7142857142857143,alcohol_o7.csv;alcohol_o5.csv;acetone_o9.csv;acetone_o7.csv,14
2,92,Logistic Regression,0.7857142857142857,alcohol_o7.csv;alcohol_o5.csv;acetone_o9.csv;acetone_o7.csv,14
2,92,kNN,0.6428571428571429,alcohol_o7.csv;alcohol_o5.csv;acetone_o9.csv;acetone_o7.csv,14
2,92,Random Forest,0.5714285714285714,alcohol_o7.csv;alcohol_o5.csv;acetone_o9.csv;acetone_o7.csv,14
2,92,RBF LS-SVM,0.8571428571428571,alcohol_o7.csv;alcohol_o5.csv;acetone_o9.csv;acetone_o7.csv,14
2,93,LDA,0.5714285714285714,alcohol_o10.csv;alcohol_o4.csv;acetone_o1.csv;acetone_o12.csv,14
2,93,Logistic Regression,0.6428571428571429,alcohol_o10.csv;alcohol_o4.csv;acetone_o1.csv;acetone_o12.csv,14
2,93,kNN,0.5,alcohol_o10.csv;alcohol_o4.csv;acetone_o1.csv;acetone_o12.csv,14
2,93,Random Forest,0.7142857142857143,alcohol_o10.csv;alcohol_o4.csv;acetone_o1.csv;acetone_o12.csv,14
2,93,RBF LS-SVM,0.6428571428571429,alcohol_o10.csv;alcohol_o4.csv;acetone_o1.csv;acetone_o12.csv,14
2,94,LDA,0.5,alcohol_o10.csv;alcohol_o3.csv;acetone_o11.csv;acetone_o3.csv,14
2,94,Logistic Regression,0.5,alcohol_o10.csv;alcohol_o3.csv;acetone_o11.csv;acetone_o3.csv,14
2,94,kNN,0.7142857142857143,alcohol_o10.csv;alcohol_o3.csv;acetone_o11.csv;acetone_o3.csv,14
2,94,Random Forest,0.5,alcohol_o10.csv;alcohol_o3.csv;acetone_o11.csv;acetone_o3.csv,14
2,94,RBF LS-SVM,0.5,alcohol_o10.csv;alcohol_o3.csv;acetone_o11.csv;acetone_o3.csv,14
2,95,LDA,0.7142857142857143,alcohol_o2.csv;alcohol_o5.csv;acetone_o9.csv;acetone_o10.csv,14
2,95,Logistic Regression,0.7142857142857143,alcohol_o2.csv;alcohol_o5.csv;acetone_o9.csv;acetone_o10.csv,14
2,95,kNN,0.7857142857142857,alcohol_o2.csv;alcohol_o5.csv;acetone_o9.csv;acetone_o10.csv,14
2,95,Random Forest,0.7142857142857143,alcohol_o2.csv;alcohol_o5.csv;acetone_o9.csv;acetone_o10.csv,14
2,95,RBF LS-SVM,0.7142857142857143,alcohol_o2.csv;alcohol_o5.csv;acetone_o9.csv;acetone_o10.csv,14
2,96,LDA,0.5,alcohol_o4.csv;alcohol_o6.csv;acetone_o9.csv;acetone_o8.csv,14
2,96,Logistic Regression,0.5,alcohol_o4.csv;alcohol_o6.csv;acetone_o9.csv;acetone_o8.csv,14
2,96,kNN,0.6428571428571429,alcohol_o4.csv;alcohol_o6.csv;acetone_o9.csv;acetone_o8.csv,14
2,96,Random Forest,0.5714285714285714,alcohol_o4.csv;alcohol_o6.csv;acetone_o9.csv;acetone_o8.csv,14
2,96,RBF LS-SVM,0.5,alcohol_o4.csv;alcohol_o6.csv;acetone_o9.csv;acetone_o8.csv,14
2,97,LDA,0.5,alcohol_o3.csv;alcohol_o12.csv;acetone_o12.csv;acetone_o2.csv,14
2,97,Logistic Regression,0.5,alcohol_o3.csv;alcohol_o12.csv;acetone_o12.csv;acetone_o2.csv,14
2,97,kNN,0.5,alcohol_o3.csv;alcohol_o12.csv;acetone_o12.csv;acetone_o2.csv,14
2,97,Random Forest,0.7857142857142857,alcohol_o3.csv;alcohol_o12.csv;acetone_o12.csv;acetone_o2.csv,14
2,97,RBF LS-SVM,0.5,alcohol_o3.csv;alcohol_o12.csv;acetone_o12.csv;acetone_o2.csv,14
2,98,LDA,0.5714285714285714,alcohol_o12.csv;alcohol_o11.csv;acetone_o1.csv;acetone_o5.csv,14
2,98,Logistic Regression,0.5714285714285714,alcohol_o12.csv;alcohol_o11.csv;acetone_o1.csv;acetone_o5.csv,14
2,98,kNN,0.5,alcohol_o12.csv;alcohol_o11.csv;acetone_o1.csv;acetone_o5.csv,14
2,98,Random Forest,0.5,alcohol_o12.csv;alcohol_o11.csv;acetone_o1.csv;acetone_o5.csv,14
2,98,RBF LS-SVM,0.5714285714285714,alcohol_o12.csv;alcohol_o11.csv;acetone_o1.csv;acetone_o5.csv,14
2,99,LDA,0.5,alcohol_o9.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o11.csv,14
2,99,Logistic Regression,0.5,alcohol_o9.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o11.csv,14
2,99,kNN,0.42857142857142855,alcohol_o9.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o11.csv,14
2,99,Random Forest,0.5,alcohol_o9.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o11.csv,14
2,99,RBF LS-SVM,0.5,alcohol_o9.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o11.csv,14
3,0,LDA,0.9285714285714286,alcohol_o12.csv;alcohol_o10.csv;alcohol_o2.csv;acetone_o2.csv;acetone_o9.csv;acetone_o8.csv,14
3,0,Logistic Regression,1.0,alcohol_o12.csv;alcohol_o10.csv;alcohol_o2.csv;acetone_o2.csv;acetone_o9.csv;acetone_o8.csv,14
3,0,kNN,0.8571428571428571,alcohol_o12.csv;alcohol_o10.csv;alcohol_o2.csv;acetone_o2.csv;acetone_o9.csv;acetone_o8.csv,14
3,0,Random Forest,0.5714285714285714,alcohol_o12.csv;alcohol_o10.csv;alcohol_o2.csv;acetone_o2.csv;acetone_o9.csv;acetone_o8.csv,14
3,0,RBF LS-SVM,0.8571428571428571,alcohol_o12.csv;alcohol_o10.csv;alcohol_o2.csv;acetone_o2.csv;acetone_o9.csv;acetone_o8.csv,14
3,1,LDA,0.5,alcohol_o2.csv;alcohol_o12.csv;alcohol_o11.csv;acetone_o10.csv;acetone_o9.csv;acetone_o2.csv,14
3,1,Logistic Regression,0.5,alcohol_o2.csv;alcohol_o12.csv;alcohol_o11.csv;acetone_o10.csv;acetone_o9.csv;acetone_o2.csv,14
3,1,kNN,0.9285714285714286,alcohol_o2.csv;alcohol_o12.csv;alcohol_o11.csv;acetone_o10.csv;acetone_o9.csv;acetone_o2.csv,14
3,1,Random Forest,1.0,alcohol_o2.csv;alcohol_o12.csv;alcohol_o11.csv;acetone_o10.csv;acetone_o9.csv;acetone_o2.csv,14
3,1,RBF LS-SVM,0.5,alcohol_o2.csv;alcohol_o12.csv;alcohol_o11.csv;acetone_o10.csv;acetone_o9.csv;acetone_o2.csv,14
3,2,LDA,0.5,alcohol_o3.csv;alcohol_o8.csv;alcohol_o5.csv;acetone_o4.csv;acetone_o10.csv;acetone_o7.csv,14
3,2,Logistic Regression,0.5714285714285714,alcohol_o3.csv;alcohol_o8.csv;alcohol_o5.csv;acetone_o4.csv;acetone_o10.csv;acetone_o7.csv,14
3,2,kNN,0.42857142857142855,alcohol_o3.csv;alcohol_o8.csv;alcohol_o5.csv;acetone_o4.csv;acetone_o10.csv;acetone_o7.csv,14
3,2,Random Forest,0.5,alcohol_o3.csv;alcohol_o8.csv;alcohol_o5.csv;acetone_o4.csv;acetone_o10.csv;acetone_o7.csv,14
3,2,RBF LS-SVM,0.5714285714285714,alcohol_o3.csv;alcohol_o8.csv;alcohol_o5.csv;acetone_o4.csv;acetone_o10.csv;acetone_o7.csv,14
3,3,LDA,0.7857142857142857,alcohol_o5.csv;alcohol_o8.csv;alcohol_o4.csv;acetone_o2.csv;acetone_o7.csv;acetone_o11.csv,14
3,3,Logistic Regression,0.8571428571428571,alcohol_o5.csv;alcohol_o8.csv;alcohol_o4.csv;acetone_o2.csv;acetone_o7.csv;acetone_o11.csv,14
3,3,kNN,0.7857142857142857,alcohol_o5.csv;alcohol_o8.csv;alcohol_o4.csv;acetone_o2.csv;acetone_o7.csv;acetone_o11.csv,14
3,3,Random Forest,0.5714285714285714,alcohol_o5.csv;alcohol_o8.csv;alcohol_o4.csv;acetone_o2.csv;acetone_o7.csv;acetone_o11.csv,14
3,3,RBF LS-SVM,0.7142857142857143,alcohol_o5.csv;alcohol_o8.csv;alcohol_o4.csv;acetone_o2.csv;acetone_o7.csv;acetone_o11.csv,14
3,4,LDA,0.5,alcohol_o11.csv;alcohol_o5.csv;alcohol_o4.csv;acetone_o11.csv;acetone_o10.csv;acetone_o1.csv,14
3,4,Logistic Regression,0.5714285714285714,alcohol_o11.csv;alcohol_o5.csv;alcohol_o4.csv;acetone_o11.csv;acetone_o10.csv;acetone_o1.csv,14
3,4,kNN,0.9285714285714286,alcohol_o11.csv;alcohol_o5.csv;alcohol_o4.csv;acetone_o11.csv;acetone_o10.csv;acetone_o1.csv,14
3,4,Random Forest,0.8571428571428571,alcohol_o11.csv;alcohol_o5.csv;alcohol_o4.csv;acetone_o11.csv;acetone_o10.csv;acetone_o1.csv,14
3,4,RBF LS-SVM,0.5714285714285714,alcohol_o11.csv;alcohol_o5.csv;alcohol_o4.csv;acetone_o11.csv;acetone_o10.csv;acetone_o1.csv,14
3,5,LDA,0.5,alcohol_o7.csv;alcohol_o5.csv;alcohol_o11.csv;acetone_o2.csv;acetone_o10.csv;acetone_o5.csv,14
3,5,Logistic Regression,0.5714285714285714,alcohol_o7.csv;alcohol_o5.csv;alcohol_o11.csv;acetone_o2.csv;acetone_o10.csv;acetone_o5.csv,14
3,5,kNN,0.6428571428571429,alcohol_o7.csv;alcohol_o5.csv;alcohol_o11.csv;acetone_o2.csv;acetone_o10.csv;acetone_o5.csv,14
3,5,Random Forest,0.5,alcohol_o7.csv;alcohol_o5.csv;alcohol_o11.csv;acetone_o2.csv;acetone_o10.csv;acetone_o5.csv,14
3,5,RBF LS-SVM,0.5714285714285714,alcohol_o7.csv;alcohol_o5.csv;alcohol_o11.csv;acetone_o2.csv;acetone_o10.csv;acetone_o5.csv,14
3,6,LDA,0.5714285714285714,alcohol_o8.csv;alcohol_o5.csv;alcohol_o7.csv;acetone_o2.csv;acetone_o10.csv;acetone_o7.csv,14
3,6,Logistic Regression,0.5714285714285714,alcohol_o8.csv;alcohol_o5.csv;alcohol_o7.csv;acetone_o2.csv;acetone_o10.csv;acetone_o7.csv,14
3,6,kNN,0.5,alcohol_o8.csv;alcohol_o5.csv;alcohol_o7.csv;acetone_o2.csv;acetone_o10.csv;acetone_o7.csv,14
3,6,Random Forest,0.6428571428571429,alcohol_o8.csv;alcohol_o5.csv;alcohol_o7.csv;acetone_o2.csv;acetone_o10.csv;acetone_o7.csv,14
3,6,RBF LS-SVM,0.9285714285714286,alcohol_o8.csv;alcohol_o5.csv;alcohol_o7.csv;acetone_o2.csv;acetone_o10.csv;acetone_o7.csv,14
3,7,LDA,0.5,alcohol_o9.csv;alcohol_o6.csv;alcohol_o1.csv;acetone_o7.csv;acetone_o1.csv;acetone_o6.csv,14
3,7,Logistic Regression,0.5,alcohol_o9.csv;alcohol_o6.csv;alcohol_o1.csv;acetone_o7.csv;acetone_o1.csv;acetone_o6.csv,14
3,7,kNN,0.5,alcohol_o9.csv;alcohol_o6.csv;alcohol_o1.csv;acetone_o7.csv;acetone_o1.csv;acetone_o6.csv,14
3,7,Random Forest,0.7857142857142857,alcohol_o9.csv;alcohol_o6.csv;alcohol_o1.csv;acetone_o7.csv;acetone_o1.csv;acetone_o6.csv,14
3,7,RBF LS-SVM,0.5,alcohol_o9.csv;alcohol_o6.csv;alcohol_o1.csv;acetone_o7.csv;acetone_o1.csv;acetone_o6.csv,14
3,8,LDA,0.6428571428571429,alcohol_o6.csv;alcohol_o7.csv;alcohol_o3.csv;acetone_o2.csv;acetone_o8.csv;acetone_o6.csv,14
3,8,Logistic Regression,0.5714285714285714,alcohol_o6.csv;alcohol_o7.csv;alcohol_o3.csv;acetone_o2.csv;acetone_o8.csv;acetone_o6.csv,14
3,8,kNN,0.5,alcohol_o6.csv;alcohol_o7.csv;alcohol_o3.csv;acetone_o2.csv;acetone_o8.csv;acetone_o6.csv,14
3,8,Random Forest,0.5,alcohol_o6.csv;alcohol_o7.csv;alcohol_o3.csv;acetone_o2.csv;acetone_o8.csv;acetone_o6.csv,14
3,8,RBF LS-SVM,0.5,alcohol_o6.csv;alcohol_o7.csv;alcohol_o3.csv;acetone_o2.csv;acetone_o8.csv;acetone_o6.csv,14
3,9,LDA,0.9285714285714286,alcohol_o9.csv;alcohol_o5.csv;alcohol_o11.csv;acetone_o9.csv;acetone_o10.csv;acetone_o11.csv,14
3,9,Logistic Regression,0.7142857142857143,alcohol_o9.csv;alcohol_o5.csv;alcohol_o11.csv;acetone_o9.csv;acetone_o10.csv;acetone_o11.csv,14
3,9,kNN,0.5714285714285714,alcohol_o9.csv;alcohol_o5.csv;alcohol_o11.csv;acetone_o9.csv;acetone_o10.csv;acetone_o11.csv,14
3,9,Random Forest,0.5714285714285714,alcohol_o9.csv;alcohol_o5.csv;alcohol_o11.csv;acetone_o9.csv;acetone_o10.csv;acetone_o11.csv,14
3,9,RBF LS-SVM,0.7142857142857143,alcohol_o9.csv;alcohol_o5.csv;alcohol_o11.csv;acetone_o9.csv;acetone_o10.csv;acetone_o11.csv,14
3,10,LDA,0.5,alcohol_o4.csv;alcohol_o3.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o3.csv;acetone_o10.csv,14
3,10,Logistic Regression,0.5,alcohol_o4.csv;alcohol_o3.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o3.csv;acetone_o10.csv,14
3,10,kNN,0.5,alcohol_o4.csv;alcohol_o3.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o3.csv;acetone_o10.csv,14
3,10,Random Forest,0.5,alcohol_o4.csv;alcohol_o3.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o3.csv;acetone_o10.csv,14
3,10,RBF LS-SVM,0.5,alcohol_o4.csv;alcohol_o3.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o3.csv;acetone_o10.csv,14
3,11,LDA,0.6428571428571429,alcohol_o1.csv;alcohol_o4.csv;alcohol_o9.csv;acetone_o7.csv;acetone_o11.csv;acetone_o9.csv,14
3,11,Logistic Regression,0.5714285714285714,alcohol_o1.csv;alcohol_o4.csv;alcohol_o9.csv;acetone_o7.csv;acetone_o11.csv;acetone_o9.csv,14
3,11,kNN,0.9285714285714286,alcohol_o1.csv;alcohol_o4.csv;alcohol_o9.csv;acetone_o7.csv;acetone_o11.csv;acetone_o9.csv,14
3,11,Random Forest,0.8571428571428571,alcohol_o1.csv;alcohol_o4.csv;alcohol_o9.csv;acetone_o7.csv;acetone_o11.csv;acetone_o9.csv,14
3,11,RBF LS-SVM,0.5714285714285714,alcohol_o1.csv;alcohol_o4.csv;alcohol_o9.csv;acetone_o7.csv;acetone_o11.csv;acetone_o9.csv,14
3,12,LDA,0.5714285714285714,alcohol_o8.csv;alcohol_o4.csv;alcohol_o3.csv;acetone_o4.csv;acetone_o5.csv;acetone_o8.csv,14
3,12,Logistic Regression,0.5,alcohol_o8.csv;alcohol_o4.csv;alcohol_o3.csv;acetone_o4.csv;acetone_o5.csv;acetone_o8.csv,14
3,12,kNN,0.7142857142857143,alcohol_o8.csv;alcohol_o4.csv;alcohol_o3.csv;acetone_o4.csv;acetone_o5.csv;acetone_o8.csv,14
3,12,Random Forest,0.8571428571428571,alcohol_o8.csv;alcohol_o4.csv;alcohol_o3.csv;acetone_o4.csv;acetone_o5.csv;acetone_o8.csv,14
3,12,RBF LS-SVM,0.5,alcohol_o8.csv;alcohol_o4.csv;alcohol_o3.csv;acetone_o4.csv;acetone_o5.csv;acetone_o8.csv,14
3,13,LDA,0.7857142857142857,alcohol_o2.csv;alcohol_o4.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o2.csv;acetone_o7.csv,14
3,13,Logistic Regression,0.5714285714285714,alcohol_o2.csv;alcohol_o4.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o2.csv;acetone_o7.csv,14
3,13,kNN,0.5714285714285714,alcohol_o2.csv;alcohol_o4.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o2.csv;acetone_o7.csv,14
3,13,Random Forest,0.5,alcohol_o2.csv;alcohol_o4.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o2.csv;acetone_o7.csv,14
