family,feature_set,split,method,method_family,representation,head,seeds,train_accuracy,train_accuracy_min,train_accuracy_max,train_accuracy_std,test_accuracy,test_accuracy_min,test_accuracy_max,test_accuracy_std,test_balanced_accuracy,test_balanced_accuracy_min,test_balanced_accuracy_max,test_balanced_accuracy_std,test_macro_f1,test_macro_f1_min,test_macro_f1_max,test_macro_f1_std
domain-adaptation,54D,S4_train_I_val_D1_2,mk-mmd+lc+cdan,project-extension,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9224489795918368,0.9102040816326532,0.9428571428571428,0.014139190265868315,0.9220770946161199,0.9092067537432303,0.9422852288414568,0.014229911683428895,0.9242452536642805,0.9115681108851376,0.9446355320083348,0.014174772667536445
domain-adaptation,54D,S4_train_I_val_D1_2,c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9102040816326531,0.8530612244897959,0.9428571428571428,0.03616335744218232,0.9096208983752787,0.8535627057449293,0.9422852288414568,0.03580735922609572,0.9124134464183001,0.8564130691601571,0.9437434039593176,0.03532843358792586
domain-adaptation,54D,S4_train_I_val_D1_2,cdan+c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9208163265306123,0.889795918367347,0.9428571428571428,0.021130088335583296,0.9205267070192205,0.8884464266751619,0.9422852288414568,0.02094561946903057,0.9227623981420064,0.892186031759557,0.9433989992001042,0.020273855835183315
domain-adaptation,54D,S4_train_I_val_D1_2,mk-mmd+lc,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9896551724137932,0.9482758620689656,1.0,0.023131737698273633,0.9257142857142858,0.9102040816326532,0.9551020408163264,0.01717198691262246,0.9254539662312838,0.9098969947966444,0.9539131358182013,0.016718328037990098,0.9269047289589423,0.912859443294226,0.95601708023831,0.016750902793663116
domain-adaptation,54D,S4_train_I_val_D1_2,mk-mmd+cdan,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9183673469387756,0.9020408163265308,0.9387755102040816,0.013537244042266859,0.917925029202506,0.9035255389189764,0.9363385366889668,0.012279031001886811,0.9206434606082429,0.9055188339447352,0.9392454320904344,0.012433949786687916
domain-adaptation,54D,S4_train_I_val_D1_2,mk-mmd+lc+cdan,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9167346938775512,0.9020408163265308,0.9306122448979592,0.011759069625214584,0.9166507380269724,0.9035255389189762,0.9320378039715408,0.012471242185215415,0.9183151554481637,0.9046283241847758,0.9312919809894264,0.010926388005185118
domain-adaptation,54D,S5_train_I_D1_val_D2_3,c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.935064935064935,0.9264069264069263,0.9437229437229436,0.006122136633649751,0.9338343174091965,0.9250313115047414,0.9414922168545358,0.00587237880829661,0.9366342343342969,0.9285282076070016,0.9446058775829768,0.005703418210135985
domain-adaptation,54D,S5_train_I_D1_val_D2_3,cdan+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9972222222222221,0.9861111111111112,1.0,0.006211299937499394,0.9203463203463205,0.9047619047619048,0.9393939393939394,0.012471740511591303,0.9192699946323135,0.9058865628913938,0.9366612989801396,0.011263192009834952,0.9226168734072596,0.9086268785516906,0.9400090282674306,0.011391165145417017
domain-adaptation,54D,S5_train_I_D1_val_D2_3,mk-mmd+lc,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9833333333333334,0.9583333333333334,1.0,0.0228217732293819,0.9290043290043289,0.9047619047619048,0.961038961038961,0.020442803382021806,0.9292181069958847,0.9066022544283412,0.9601001968151728,0.019587194073865825,0.9305575322077082,0.9057111748292388,0.9610407376146708,0.020044419039895248
domain-adaptation,54D,S5_train_I_D1_val_D2_3,mk-mmd+cdan,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9916666666666668,0.9583333333333334,1.0,0.01863389981249823,0.9341991341991343,0.922077922077922,0.948051948051948,0.010335356178626272,0.934156378600823,0.9230631597781356,0.9470388262658794,0.00981388350237705,0.9359809958314435,0.9252307749641306,0.948080193144608,0.009389275047965641
domain-adaptation,54D,S5_train_I_D1_val_D2_3,mk-mmd+lc+cdan,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9916666666666668,0.9583333333333334,1.0,0.01863389981249823,0.9212121212121213,0.9134199134199136,0.9307359307359307,0.006420951071078451,0.9203793165145819,0.9112542494185004,0.9298622293791377,0.006711397149225742,0.9226328175208185,0.9143942840773132,0.9329004329004328,0.0070502832271127115
domain-adaptation,54D,S5_train_I_D1_val_D2_3,c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9290043290043289,0.8961038961038961,0.961038961038961,0.024981018261910824,0.9295043836106638,0.895509035605654,0.9615315798890678,0.02535943918623894,0.9308096762046295,0.8991281148344831,0.96138895557892,0.023769331842236473
domain-adaptation,54D,S5_train_I_D1_val_D2_3,cdan+c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9888888888888889,0.9444444444444444,1.0,0.024845199749997673,0.909090909090909,0.8874458874458875,0.948051948051948,0.022906937758134963,0.9102880658436213,0.8901413490785471,0.949185900876722,0.02258315852315456,0.9112361540867507,0.8918115766766652,0.949146305075755,0.02207212176846554
domain-adaptation,54D,S5_train_I_D1_val_D2_3,mk-mmd+lc,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9916666666666668,0.9583333333333334,1.0,0.01863389981249823,0.9290043290043289,0.9004329004329005,0.948051948051948,0.017743637689973307,0.9290749686884953,0.9032027196278404,0.946323134728932,0.016099878415824945,0.930374108681689,0.902403628117914,0.9490394662808456,0.017306001500491743
domain-adaptation,54D,S5_train_I_D1_val_D2_3,mk-mmd+cdan,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9833333333333334,0.9583333333333334,1.0,0.01810889557000735,0.9212121212121211,0.8874458874458875,0.9437229437229436,0.023985965674796616,0.9213812846663089,0.8872785829307569,0.9436392914653784,0.023867467754109965,0.9230523051319723,0.891449034531392,0.9456800033446214,0.022843691254705627
domain-adaptation,54D,S5_train_I_D1_val_D2_3,mk-mmd+lc+cdan,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9047619047619048,0.8658008658008658,0.935064935064935,0.0356978842044819,0.9048845947396671,0.8645553766326713,0.9346931472535336,0.03560916031938028,0.9073999859554558,0.8694876454974375,0.9359443566009914,0.03466510553544848
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9918367346938777,0.9693877551020408,1.0,0.01330449470449522,0.9639024390243902,0.951219512195122,0.9804878048780488,0.011747897150041256,0.9637081749757807,0.9512631343617258,0.9806244876667412,0.011799085611322816,0.9645100621724815,0.9526160663066484,0.9810066686376926,0.01146001670076199
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,cdan+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9979591836734694,0.9897959183673468,1.0,0.004563404035713911,0.9482926829268292,0.9317073170731708,0.9658536585365852,0.013179762035225568,0.9468961919666145,0.9295029435874508,0.9647514717937252,0.013694738268298092,0.9489028381036058,0.9324125105258748,0.9662168383897788,0.013091452084884478
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,mk-mmd+lc,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9938775510204081,0.9693877551020408,1.0,0.013690212107141584,0.9590243902439024,0.946341463414634,0.9658536585365852,0.008162536844234904,0.9581787018406736,0.9453759594604664,0.9653476414039792,0.008215332958073467,0.9591996964584496,0.94700764858462,0.9660248721671612,0.007980005507189086
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,mk-mmd+cdan,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9979591836734694,0.9897959183673468,1.0,0.004563404035713911,0.9502439024390243,0.9414634146341464,0.9658536585365852,0.009383114176425008,0.949370295849169,0.9406811237797154,0.9647514717937252,0.009305696074351104,0.9506889054372936,0.9417206724156912,0.9662168383897788,0.009286118396842338
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,mk-mmd+lc+cdan,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9979591836734694,0.9897959183673468,1.0,0.004563404035713911,0.9453658536585365,0.9170731707317074,0.9658536585365852,0.019018135306944246,0.9445562262463671,0.9160146061554512,0.9647514717937252,0.019039547122675873,0.9457218051267471,0.9163694440976629,0.9662168383897788,0.019492847840849477
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9897959183673469,0.9693877551020408,1.0,0.014430750636460151,0.96,0.9365853658536586,0.9853658536585366,0.01805537124226508,0.9595946046650271,0.93539011848871,0.9853193233474924,0.018474901488445983,0.9605609401974282,0.9379792630758712,0.9856748768472906,0.017699552697200232
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,cdan+c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9512195121951219,0.9365853658536586,0.9658536585365852,0.010907648670730618,0.9517400700499292,0.9377747969297264,0.9665399806244878,0.010658824496697434,0.9515000635670983,0.9365226252444296,0.9662619039933276,0.011197846278825597
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,mk-mmd+lc,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9959183673469388,0.979591836734694,1.0,0.009126808071427673,0.9541463414634146,0.9414634146341464,0.9609756097560976,0.007397927262489281,0.9531261643937701,0.9412772933899696,0.95946046650272,0.006933876421665683,0.9545040355648057,0.9416014985704428,0.96125387293471,0.007496245836969575
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,mk-mmd+cdan,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9463414634146341,0.9219512195121952,0.9609756097560976,0.01542574468374817,0.945733661226619,0.918324763395186,0.9612489753334824,0.017260821931589877,0.9464800208938652,0.9210430626980416,0.9611228506481668,0.015874146159720173
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,mk-mmd+lc+cdan,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9959183673469388,0.979591836734694,1.0,0.009126808071427673,0.9551219512195122,0.946341463414634,0.9609756097560976,0.006360197468490463,0.9543035993740219,0.9447797898502124,0.9618451449437364,0.006848534887947852,0.9551900600302552,0.9462580185317178,0.9612016908212562,0.006342515787352012
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9979591836734694,0.9897959183673468,1.0,0.004563404035713911,0.9560975609756097,0.9414634146341464,0.9658536585365852,0.01034790411492499,0.9556002682763246,0.9400849541694613,0.9665399806244878,0.010952259031427113,0.9569199543407944,0.9426534250063662,0.9663721944801876,0.009993387225893633
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,cdan+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9959183673469388,0.979591836734694,1.0,0.009126808071427675,0.953170731707317,0.9317073170731708,0.9707317073170731,0.01565542101061578,0.9518294954914672,0.9283106043669423,0.9700424770847306,0.016501743681417276,0.953438450143649,0.9316880021527698,0.9711621605813568,0.015729214905796596
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,mk-mmd+lc,project-extension,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9609756097560975,0.946341463414634,0.9707317073170731,0.009125993626277943,0.9602951039570756,0.9453759594604664,0.9700424770847306,0.009188406700878261,0.9612582282918701,0.9469708504627046,0.9706608603728336,0.008842004374573855
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,mk-mmd+cdan,project-extension,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9414634146341465,0.926829268292683,0.9609756097560976,0.012436632959982413,0.9408003577017663,0.92778895595797,0.95946046650272,0.011766635746183838,0.9416328970875337,0.9261074056084068,0.961115678717226,0.012703237215104692
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,mk-mmd+lc+cdan,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9979591836734694,0.9897959183673468,1.0,0.004563404035713911,0.9492682926829268,0.926829268292683,0.9609756097560976,0.014876049445831117,0.9485505626350698,0.9265966167374616,0.9606528057232282,0.01444045141618901,0.9498099292497691,0.9284279051834716,0.9608407854996792,0.014237274221842408
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9473170731707317,0.9317073170731708,0.9609756097560976,0.011646181840305653,0.9463149265966166,0.9306952828079588,0.9618451449437364,0.012374850760473545,0.9479640860143274,0.932502653750864,0.9619850943380356,0.011812191474495842
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,cdan+c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9979591836734694,0.9897959183673468,1.0,0.004563404035713911,0.9414634146341463,0.9170731707317074,0.9560975609756096,0.016898056659208464,0.9412772933899693,0.9178031149862136,0.9571503092629852,0.016725320335817792,0.942193646111592,0.9180128447219232,0.956163918446317,0.016405356685001156
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,mk-mmd+lc,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9541463414634146,0.951219512195122,0.9560975609756096,0.002671817353683618,0.9534838661599224,0.9494746255309636,0.9571503092629854,0.0033182442492430673,0.9542066912715015,0.9505990422397956,0.95684874088879,0.0029329548274457913
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,mk-mmd+cdan,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9918367346938775,0.9693877551020408,1.0,0.013304494704495221,0.9473170731707317,0.9317073170731708,0.9707317073170731,0.01519259658770479,0.9466726283627691,0.9300991131977048,0.9712348163052388,0.016031465981583826,0.9475363773369981,0.9330574963893984,0.9710428507587632,0.01503144662985135
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,mk-mmd+lc+cdan,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9560975609756097,0.946341463414634,0.9707317073170731,0.00912599362627793,0.9559579700424772,0.9447797898502124,0.9712348163052388,0.00993440566271791,0.9566519777764194,0.946620978760468,0.971644295522486,0.00930012395257582
domain-adaptation,48D,S1_train_I_test_all,c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9933333333333334,0.9666666666666668,1.0,0.014907119849998545,0.7560439560439561,0.6666666666666666,0.8388278388278388,0.07781620011550262,0.7450874485596708,0.6550925925925926,0.8253600823045267,0.07659344537326215,0.746563767996204,0.657165251658368,0.8259639126305792,0.07591429209658133
domain-adaptation,48D,S1_train_I_test_all,cdan+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7765567765567766,0.6483516483516484,0.8717948717948718,0.09363972916603822,0.7691615226337448,0.6480195473251028,0.8649691358024691,0.08938048630414709,0.7704886954924465,0.6499402628434887,0.8702721214761283,0.08950341303478347
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+lc,project-extension,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7663003663003664,0.6556776556776557,0.8095238095238095,0.06298875366652534,0.7559670781893004,0.6466049382716049,0.7988683127572016,0.06216560327565606,0.7601050184313414,0.6526436821826177,0.8056166056166055,0.06141297203970725
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+cdan,project-extension,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7721611721611723,0.6959706959706959,0.8278388278388278,0.048553800965947226,0.762937242798354,0.6931584362139919,0.8181584362139916,0.04617356990034667,0.7669663516008768,0.6953316317388518,0.8231527476715391,0.047729402808031465
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+lc+cdan,project-extension,bottleneck16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7875457875457876,0.684981684981685,0.8827838827838828,0.07511390715901052,0.7770061728395061,0.6698816872427984,0.8753858024691358,0.07799902309849871,0.7804215999752694,0.6699419916811221,0.8794642857142857,0.0799693613547728
domain-adaptation,48D,S1_train_I_test_all,c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7384615384615385,0.6556776556776557,0.8424908424908425,0.06687364721521409,0.7294495884773663,0.6401748971193415,0.840406378600823,0.07160579976259708,0.7320011733035894,0.6393823678254816,0.8382166400263951,0.07095325729964456
domain-adaptation,48D,S1_train_I_test_all,cdan+c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.6974358974358974,0.5677655677655677,0.7985347985347986,0.09783031794506573,0.6852880658436213,0.5529835390946501,0.7890946502057613,0.1009290933761071,0.6892773439457947,0.5598287609011116,0.7931052143726728,0.10144693305893115
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+lc,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7538461538461538,0.7032967032967034,0.7875457875457875,0.035457421363604545,0.7464763374485597,0.6962448559670782,0.7806069958847738,0.03474848020254358,0.7493258468868474,0.6999828738959174,0.7821007348724169,0.03507667422840665
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+cdan,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9866666666666667,0.9666666666666668,1.0,0.018257418583505474,0.7113553113553113,0.6483516483516484,0.7912087912087912,0.06420191150243704,0.6984825102880658,0.6383744855967078,0.7853652263374485,0.06656484690687499,0.6985418485478607,0.6349786913931544,0.7913688734173316,0.07118065101788806
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+lc+cdan,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9933333333333334,0.9666666666666668,1.0,0.014907119849998545,0.6410256410256411,0.608058608058608,0.684981684981685,0.03867895985703824,0.6313014403292182,0.5982510288065844,0.6782407407407408,0.04189279141170424,0.634259329265098,0.5991104629740325,0.683331613116713,0.04318837786691246
domain-adaptation,48D,S2_train_I_internal_val_test_all,c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.8133333333333332,0.5666666666666667,1.0,0.15740958604156793,0.6490842490842491,0.5091575091575091,0.8021978021978022,0.11162849659531408,0.6461419753086419,0.5025720164609053,0.7854938271604938,0.10891091259021857,0.641516809306417,0.4807044269030143,0.7830612481357216,0.11536770995019234
domain-adaptation,48D,S2_train_I_internal_val_test_all,cdan+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.8800000000000001,0.7333333333333333,1.0,0.11205157542647744,0.7223443223443224,0.652014652014652,0.8095238095238095,0.06580165785154674,0.7215020576131688,0.6495627572016461,0.8059413580246914,0.06011312008352439,0.7138928725949307,0.6443381315309389,0.8030643355242847,0.06610156860810752
